,title,subtitle,sub_subtitle,location,company,salary,type,description,date_publish,url_postulacion
26,Full Stack Developer,"Kalyptio
Ciudad de México","$12,000 a $27,500 por mes
Por periodo de prueba
+1
Turno de 8 horas
+1",Ciudad de México,Kalyptio,"$12,000 a $27,500 por mes",Remoto,"Company Description
It’s Plein Air Agency is a leading marketing consultancy focusing on the restaurant and hospitality industry across the United States by providing solutions from Creative, Production, Media Strategy & Buying, Digital Content to Website and Mobile App development. We are a fully remote agency and are looking for remote talent to join our team!
A Front-End developer works closely with the creative team to develop visually appealing and intuitive websites and apps for clients based on collaboration with the design team. You’ll need a good eye for design to be able to make changes post-launch without requiring designer feedback.
Teammates will be looking to you for technical knowledge. You will need to communicate clearly any technical limitations and make suggestions on how to achieve the desired outcome while meeting any deadlines. You may also need to explain complex technical issues to clients in a way that anyone can understand. You will be expected to contribute to the creative process, especially when you see an opportunity for any new technology to enhance an idea.
You will need to jump from one project to another, sometimes working on multiple projects simultaneously. We value adaptability, so flexibility is key as priorities can shift as new ideas emerge.
We are a distributed company, so you will have lots of video meetings, but you can work from pretty much anywhere that has good internet.
Requirements
Proficient in English
Minimum 3 years of professional experience in web development
Significant experience working in:
Basic HTML, CSS, and JavaScript
NodeJS
ReactJS or similar
NextJS or similar
Be able to code for accessibility and performance
Show examples of CSS transitions and animation
Comfortably be able to use the command line
Know how to fetch, pull, commit, push, and merge using git
PHP, Composer, or other backend technologies a plus
Good understanding of UX/UI principles
Basic proficiency in Photoshop, Adobe XD, or Sketch
Salary range: 50k-75k USD/year based off experience
Requirements and Qualifications
Must have experience with React and React Native
Must be proficient in English
Basic HTML, CSS, and JavaScript
NodeJS
Be able to code for accessibility and performance
Know how to fetch, pull, commit, push, and merge using git
PHP, Ruby, Python, or other backend technologies a plus
Good understanding of UX/UI principles
Portfolio of previous mobile application development
Collaboration and communication skills
Job Type: Full-time
Pay: From $120,000.00 per month
Language:
English (Required)",2022-12-07,https://mx.indeed.com/viewjob?jk=7f22ab2c94495e0f&q=javascript&l=Ciudad+de+M%C3%A9xico&tk=1gjn1p9knj4hi800&from=web&advn=7166059704856410&adid=402445132&ad=-6NYlbfkN0BbSLi_Dk8FFYnFCTbiNfNBv34H4ugrNLVykcntf21aaA--dYy7opwKtvelyGI_zQX9vgiFD2pVppx5NWFd8A3B3pwnyAUaKXaGtc9su8eMz6P0eqkTcU1YYUNO28ZpHdzzOWsxaHCwhID8IoagC7MOIePnttCXhD06wU5oUBhk5aS_d56F6e2Uc795sYd44nn-4KS7OpGAvkIzFX3zthNQUZtcZyQMiCUv8jTPos1mwSeHUdOgC_eOC_dcl-toDl_cagK2b1g46Av6ztJxumXKSda3sN7s1-oPQZ9xAn4MG7CItl9KgmXp-xcaM-lH07RoAOt2nrdO1QCnQCzpCvxvFwwkK8rHclnlw9zbuvkRY9uff8RNgF7dS-MGF1kiAWI%3D&pub=4a1b367933fd867b19b072952f68dceb&xkcb=SoAD-_M3W3Lq4-wTD50JbzkdCdPP&vjs=3
27,Programador Web,"Ópticas Ver de Verdad3.6
Ciudad de México","$18,000 a $22,000 por mes
Tiempo completo
Turno de 8 horas",Ciudad de México,Ópticas Ver de Verdad3.6,"$18,000 a $22,000 por mes",Remoto,"Ópticas Ver de Verdad inició operaciones en diciembre de 2011, nuestro objetivo es ayudarle a más gente a resolver su problema de visión con lentes que les permitan ver y verse muy bien; y el sueño de convertirnos en la cadena de ópticas que más pacientes atienda en México, por crecimiento solicita:
DESARROLLADOR WEB - CIUDAD DE MÉXICO
¿Cuáles son las responsabilidades?
Contar con facilidad para el análisis de las solicitudes de programación por parte de la empresa.
Desarrollo de proyectos en base a indicadores.
Conocimiento de control de versionamiento de código
Reportar avance diario de las actividades realizadas.
¿Qué buscamos?
-Ing. en Sistemas, Lic. Informática o afín
-Deseable 2 años aplicando los conocimientos en programación:
Desarrollo de aplicaciones web responsivas/adaptativas, preferentemente en el Back-End con c#.
Habilidades de programación Front-End utilizando HTML5 / CSS3 / Javascript, Jquery
Deseable contar con conocimientos de frameworks como angular y react.
Manejo de base de datos con SQL SERVER 2007 o Superior.
Habilidad de trabajo en equipo, actitud de servicio y orientado a resultados
Contar con conocimientos de metodologías de ciclo de vida de desarrollo de software.
Ofrecemos sueldo en base a experiencia.
Tipo de puesto: Tiempo completo
Salario: $18,000.00 - $22,000.00 al mes
Horario:
Turno de 8 horas
Prestaciones:
Uniformes gratuitos
Tipos de compensaciones:
Bono de productividad",2022-12-07,https://mx.indeed.com/viewjob?jk=44a77729b02d728a&q=javascript&l=Ciudad+de+M%C3%A9xico&tk=1gjn1p9knj4hi800&from=web&advn=8361803689502104&adid=399160721&ad=-6NYlbfkN0Bl1se41j0493sQVYeEw4GrsRLtfsyp4E22mdgWTOubYGyOpPgmigBhjA-b_BvXbAtr2b5OAUXB9gXfTh0z14Okuohp1e1m1Ms2-h6emV1Wcazj4HBQGKEEjo72V4BpUjDBEqq-3B3u2LHX21Ga0UajaX6pZQ6sSHkUORSOGg1qIL7x96jWEwVa-nOyZ6B73mHZW1TF2Ur2EWuEbt08xMg0QB5HyrsFmHgUu8HunNqpp-pucigH6PSCBJbxKSHpdFNWk8wfsoyliu0vbPevMZ2TKqZxzOV21WEwWAQ4Y7ujpTgDo2EcUU5Ffjssg9TvgYnaY09gy9iMf8gagKjtoLom3-h-yBwIspEHs4aUU3lFxkAiExVlvmX5&pub=4a1b367933fd867b19b072952f68dceb&xkcb=SoC3-_M3W3Lq4-wTD50IbzkdCdPP&vjs=3
28,Desarrollador Web Jr,"Novatur Mx
Tláhuac, CDMX","$6,000 a $6,001 por mes
Por tiempo indeterminado
+2
Turno de 8 horas
+2",Ciudad de México,Novatur Mx,"$6,000 a $6,001 por mes",Remoto,"Becario Desarrollador Web Jr.
Estudios.
- Carrera Técnica en informática concluida.
- Ing. Informática, Ingeniero en Sistemas Computacionales, Tecnología de la Información o carrera afín (recién egresado y/o pasante).
Se consideran estudiantes a partir de 4to semestre con disponibilidad de cubrir medio tiempo mañana o tarde.
Experiencia en:
Desarrollo de aplicaciones SaaS
Bases de datos MySQL
Sistema de control de versiones (GlTHUB)
Nociones en Diseño Web
Desarrollo de APIs, REST y SOAP.
Competencias deseables para el puesto:
Experiencia con múltiples lenguajes y marcos de la web.
Capacidades analíticas.
Gestión de proyectos.
Habilidades de comunicación (trabajo en equipo y con clientes).
Capacidad de Respuesta
Desarrollo de Diagramas de flujo
Arquitectura MVC * UX / UI (Deseable)
Actividades a realizar:
Análisis, diseño y desarrollo de soluciones de software (Basadas en lenguajes como PHP, JS, JQUERY, AJAX, HTML, CSS
Consumo y creación de Web Services.
Creación de Landing Pages y sitios web
Soporte de sitios y Landing Pages.
Subir Landing pages a Host
Creación de nuevos desarrollos y cambios a los sistemas internos de la empresa.
Conexión de Front-end con los servicios desarrollados en backend.
Diseñar y realizar las pruebas que aseguren el correcto funcionamiento del software que se construye.
Construcción de nuevos proyectos
Implementar y utilizar diferentes algoritmos y estructuras de datos
Trabajar con marcos de trabajo basados en lenguaje PLSQL
Levantamiento de requerimientos, diseñar e implementar soluciones WEB a la medida.
Modelado y diseño de Base de Datos en MySQL.
Llevar a cabo las pruebas manuales que aseguren el buen funcionamiento de la aplicación.
Conocimientos:
JQuery
PHP
MySQL
JavaScript
HTML5
CSS
Ajax
Programación orientada a objetos
Manejo de control de versiones con GIT
Github
Wordpress
Elementor
Tipo de puesto: Tiempo completo, Por tiempo indeterminado, Aprendiz
Salario: $6,000.00 - $6,001.00 al mes
Horario:
Horas extra
Rotativo
Turno de 8 horas
Prestaciones:
Aumentos salariales
Opción a contrato indefinido
Vacaciones adicionales o permisos con goce de sueldo
Fecha límite para postularse: 08/12/2022
Fecha de inicio prevista: 14/12/2022",2022-12-07,https://mx.indeed.com/viewjob?jk=ab136b168a39aa52&q=javascript&l=Ciudad+de+M%C3%A9xico&tk=1gjn1p9knj4hi800&from=web&advn=1610778135780952&adid=402853431&ad=-6NYlbfkN0B5oMdeOtXwi8rFoXR4QgVDdGRSURXns_O67w5Jyx2Sp2N4zhX1UxZmQvSQLsEDnA1FDZIvJ3vw9wA1Z_QHKTiwM_RfrKVp2E3shFC9NlYl2M0bZF8bPPRKmwnW406kPTzMUNjgw0dlynZwabLinQLp4GnYMXCBeJNqUVLeRclt0XIdxoZvFnhcFiaQtd4foDrn0RxEoVsMltTe14L4vYqxakom7Go9sKS_LWCGlLrWMaX-MEEi4gnfdaGbuo6cFSphRx93LDauhAOfvadXb8SLu7qJVNlUDv1K12iCVYvKDsiQKSu3meF2NQSxDqjiZSU-PX--wYjda1IyHlvRKtNdwWPx56w2AKv4EUoXZTFVM1TugazFb8E05s4Wq43fQEI%3D&pub=4a1b367933fd867b19b072952f68dceb&xkcb=SoCc-_M3W3Lq45QTD50LbzkdCdPP&vjs=3
29,Java Jr,"AXKAN SOLUCIONES SA DE CV
Ciudad de México","$12,000 a $15,000 por mes
Tiempo completo
Lunes a viernes",Ciudad de México,AXKAN SOLUCIONES SA DE CV,"$12,000 a $15,000 por mes",Remoto,"Descripción del empleo
Becario Programador Java
Requisitos:
Licenciatura o Ingeniería en sistemas, informática o afines (Pasante o titulado)
Excel (Avanzado, Indispensable, Macros, Formulas)
JAVA
Phyton
SPRING
SQL Server
HTML
JavaScript
jQuery
JSTL
Deseable:
Restful Web Services
GIT
SubVersion
SQL Informix
Soft skills:
· Aprendizaje
· Colaboración
· Adaptabilidad
· Analítico y estructurado
· Proactividad
· Orientación al cliente
· Empatía
· Manejo efectivo del tiempo
Trabajo:
Remoto y algunos días en oficina
Zona a laborar:
Coyoacán
Sueldo:
10,000 a 15,000 según competencias
Modalidad proyecto
Tipo de puesto: Tiempo completo
Salario: $10,000.00 - $15,000.00 al mes
Horario:
Lunes a viernes
Modalidad 90% Home Office
Tipo de puesto: Tiempo completo
Salario: $12,000.00 - $15,000.00 al mes
Horario:
Lunes a viernes
Lugar de trabajo: Una ubicación",2022-12-07,https://mx.indeed.com/ver-empleo?cmp=AXKAN-SOLUCIONES-SA-DE-CV&t=Java+junior&jk=bee848a853caa238&q=javascript&vjs=3
30,Desarrollador de Front-End React,"PayCode
Ciudad de México","$14,000 a $22,000 por mes
Tiempo completo
Lunes a viernes",Ciudad de México,PayCode,"$14,000 a $22,000 por mes",Remoto,"Descripción del empleo
Becario Programador Java
Requisitos:
Licenciatura o Ingeniería en sistemas, informática o afines (Pasante o titulado)
Excel (Avanzado, Indispensable, Macros, Formulas)
JAVA
Phyton
SPRING
SQL Server
HTML
JavaScript
jQuery
JSTL
Deseable:
Restful Web Services
GIT
SubVersion
SQL Informix
Soft skills:
· Aprendizaje
· Colaboración
· Adaptabilidad
· Analítico y estructurado
· Proactividad
· Orientación al cliente
· Empatía
· Manejo efectivo del tiempo
Trabajo:
Remoto y algunos días en oficina
Zona a laborar:
Coyoacán
Sueldo:
10,000 a 15,000 según competencias
Modalidad proyecto
Tipo de puesto: Tiempo completo
Salario: $10,000.00 - $15,000.00 al mes
Horario:
Lunes a viernes
Modalidad 90% Home Office
Tipo de puesto: Tiempo completo
Salario: $12,000.00 - $15,000.00 al mes
Horario:
Lunes a viernes
Lugar de trabajo: Una ubicación",2022-12-07,https://mx.indeed.com/ver-empleo?cmp=PayCode&t=Desarrollador+front+end+react&jk=feb99bcb94fb33be&q=javascript&vjs=3
31,Desarrollador Front end,"Centro de Atracción de Talento
Miguel Hidalgo, CDMX","$8,000 por mes
Tiempo completo
Lunes a viernes",Ciudad de México,Centro de Atracción de Talento,"$8,000 por mes",Remoto,"Descripción del empleo
Becario Programador Java
Requisitos:
Licenciatura o Ingeniería en sistemas, informática o afines (Pasante o titulado)
Excel (Avanzado, Indispensable, Macros, Formulas)
JAVA
Phyton
SPRING
SQL Server
HTML
JavaScript
jQuery
JSTL
Deseable:
Restful Web Services
GIT
SubVersion
SQL Informix
Soft skills:
· Aprendizaje
· Colaboración
· Adaptabilidad
· Analítico y estructurado
· Proactividad
· Orientación al cliente
· Empatía
· Manejo efectivo del tiempo
Trabajo:
Remoto y algunos días en oficina
Zona a laborar:
Coyoacán
Sueldo:
10,000 a 15,000 según competencias
Modalidad proyecto
Tipo de puesto: Tiempo completo
Salario: $10,000.00 - $15,000.00 al mes
Horario:
Lunes a viernes
Modalidad 90% Home Office
Tipo de puesto: Tiempo completo
Salario: $12,000.00 - $15,000.00 al mes
Horario:
Lunes a viernes
Lugar de trabajo: Una ubicación",2022-12-07,https://mx.indeed.com/viewjob?jk=4f414f73491cbf92&tk=1gjn1p9knj4hi800&from=serp&vjs=3
32,Desarrollador web full stack remoto,"Dasgalu
Álvaro Obregón, CDMX","$4,000 a $8,000 por mes
Por periodo de prueba
Turno de 8 horas
+1",Ciudad de México,Dasgalu,"$4,000 a $8,000 por mes",Remoto,"Tecnologías y habilidades necesarias:
Ruby
AWS
Vue.js
JSON
XML
HTML
CSS
Ajax
Experiencia con API's
Tecnologías y habilidades deseables:
Programación Orienta a Objetos, PHP (deseable CodeIgniter )
MySQL
Javascript
jQuery
Bootstrap
Tipo de puesto: Por periodo de prueba
Salario: $4,000.00 - $8,000.00 al mes
Horario:
Horario flexible
Turno de 8 horas
Prestaciones:
Horarios flexibles
Opción a contrato indefinido
Trabajar desde casa
Vacaciones adicionales o permisos con goce de sueldo
Tipos de compensaciones:
Bono de productividad",2022-12-07,https://mx.indeed.com/ver-empleo?cmp=Dasgalu&t=Desarrollador+web+full+stack+remoto&jk=b1c07959d005119a&q=javascript&vjs=3
33,"Desarrollador Frontend VueJS (Sueldo libre: 38,000)","Phinder
Tlalpan, CDMX","$38,000 por mes
Tiempo completo
Turno de 8 horas
Más detalles sobre el empleo
Presencial",Ciudad de México,Phinder,"$38,000 por mes",Remoto,"Conocimiento:
VuesJS
Webservices.
HTML, CSS, JavaScript.
Empleo:
Seguro de Gastos Médicos Mayores.
Seguro de Vida $500,000.00
Sueldo 38,000 Libres.
Asignación de equipo de cómputo.
Modalidad presencial, Tlalpan, CDMX.
Experiencia: a partir de 2 años en adelante.
Tipo de puesto: Tiempo completo
Salario: $38,000.00 al mes
Horario:
Turno de 8 horas
Prestaciones:
Seguro de gastos médicos mayores
Seguro de vida",2022-12-07,https://mx.indeed.com/ver-empleo?cmp=Phinder&t=Desarrollador+frontend+vuejs&jk=757b960c538832cc&q=javascript&vjs=3
34,Desarrollador Java (home office),"Promohealth de México S.A. de C.V.
Remoto in Cuauhtémoc, CDMX","$15,000 a $20,000 por mes
Tiempo completo
Turno de 8 horas
+1
Más detalles sobre el empleo
Trabajo desde casa",Ciudad de México,Promohealth de México S.A. de C.V.,"$15,000 a $20,000 por mes",Remoto,"Conocimiento:
VuesJS
Webservices.
HTML, CSS, JavaScript.
Empleo:
Seguro de Gastos Médicos Mayores.
Seguro de Vida $500,000.00
Sueldo 38,000 Libres.
Asignación de equipo de cómputo.
Modalidad presencial, Tlalpan, CDMX.
Experiencia: a partir de 2 años en adelante.
Tipo de puesto: Tiempo completo
Salario: $38,000.00 al mes
Horario:
Turno de 8 horas
Prestaciones:
Seguro de gastos médicos mayores
Seguro de vida",2022-12-07,https://mx.indeed.com/ver-empleo?cmp=Promohealth-de-M%C3%A9xico-S.A.-de-C.V.&t=Desarrollador+java&jk=1e9974ecf72c29e4&q=javascript&vjs=3
35,Especialista en Desarrollo Web Full Stack para Bootcamp - Home Office,"Universidad Tecnológica Latinoamericana en Línea...
Remoto in Ciudad de México","$30,000 a $35,000 por mes
Por temporada
Horario flexible
+1
Más detalles sobre el empleo
Trabajo desde casa",Ciudad de México,Universidad Tecnológica Latinoamericana en Línea...,"$30,000 a $35,000 por mes",Remoto,"Buscamos Desarrollador Javascript Full Stack
De 3 años en adelante como Desarrollador fullstack
Conocimientos tanto en Front como en Backend
Experiencia en desarrollo con JavaScript, Java,Phyton,HTML,CCS, JS
Bases de datos,servidores, redes, alojamientos API´S
Conocimientos en API´S, WEBHOOKS, WEBSERVICES
Conocimientos en Sistema de control de versiones
Desarrollo de aplicaciones moviles
Conocimientos en Negocios MVNOS
Nivel de inglés intermedio
Tipo de puesto: Tiempo completo
Salario: Hasta $35,000.00 al mes
Horario:
Turno de 10 horas
Turno de 8 horas",2022-12-07,https://mx.indeed.com/ver-empleo?cmp=Scala-Higher-Education-SC&t=Especialista+desarrollo+web+full+stack+bootcamp&jk=fc8037a444153ab2&q=javascript&vjs=3
36,DESARROLLADOR BACKEND,"Euromundo4.1
Ciudad de México","$25,000 por mes
Tiempo completo",Ciudad de México,Euromundo4.1,"$25,000 por mes",Remoto,"Buscamos Desarrollador Javascript Full Stack
De 3 años en adelante como Desarrollador fullstack
Conocimientos tanto en Front como en Backend
Experiencia en desarrollo con JavaScript, Java,Phyton,HTML,CCS, JS
Bases de datos,servidores, redes, alojamientos API´S
Conocimientos en API´S, WEBHOOKS, WEBSERVICES
Conocimientos en Sistema de control de versiones
Desarrollo de aplicaciones moviles
Conocimientos en Negocios MVNOS
Nivel de inglés intermedio
Tipo de puesto: Tiempo completo
Salario: Hasta $35,000.00 al mes
Horario:
Turno de 10 horas
Turno de 8 horas",2022-12-07,https://mx.indeed.com/ver-empleo?cmp=Euromundo&t=Desarrollador+backend&jk=3d91fbb4e23d7739&q=javascript&vjs=3
37,Desarrollador .NET Jr,"Sanborns S. A de C.V
Miguel Hidalgo, CDMX","Hasta $21,000 por mes
Tiempo completo
Turno de 10 horas",Ciudad de México,Sanborns S. A de C.V,"Hasta $21,000 por mes",Remoto,"Buscamos Desarrollador Javascript Full Stack
De 3 años en adelante como Desarrollador fullstack
Conocimientos tanto en Front como en Backend
Experiencia en desarrollo con JavaScript, Java,Phyton,HTML,CCS, JS
Bases de datos,servidores, redes, alojamientos API´S
Conocimientos en API´S, WEBHOOKS, WEBSERVICES
Conocimientos en Sistema de control de versiones
Desarrollo de aplicaciones moviles
Conocimientos en Negocios MVNOS
Nivel de inglés intermedio
Tipo de puesto: Tiempo completo
Salario: Hasta $35,000.00 al mes
Horario:
Turno de 10 horas
Turno de 8 horas",2022-12-07,https://mx.indeed.com/ver-empleo?cmp=Sanborns-S.-A-de-C.V&t=Desarrollador+net+junior&jk=7c0c6bea2fc4c0c1&q=javascript&vjs=3
38,"Desarrollador Jr de apps ios, android.","promad3.6
Ciudad de México","$18,423 a $24,787 por mes
Tiempo completo
Turno de 8 horas",Ciudad de México,promad3.6,"$18,423 a $24,787 por mes",Remoto,"Buscamos Desarrollador Javascript Full Stack
De 3 años en adelante como Desarrollador fullstack
Conocimientos tanto en Front como en Backend
Experiencia en desarrollo con JavaScript, Java,Phyton,HTML,CCS, JS
Bases de datos,servidores, redes, alojamientos API´S
Conocimientos en API´S, WEBHOOKS, WEBSERVICES
Conocimientos en Sistema de control de versiones
Desarrollo de aplicaciones moviles
Conocimientos en Negocios MVNOS
Nivel de inglés intermedio
Tipo de puesto: Tiempo completo
Salario: Hasta $35,000.00 al mes
Horario:
Turno de 10 horas
Turno de 8 horas",2022-12-07,https://mx.indeed.com/ver-empleo?cmp=promad&t=Desarrollador+junior+apps+ios&jk=60fccc68f0c1c2b1&q=javascript&vjs=3
39,Desarrollador Front end Angular 100% home Office,"Alia Integrando Talento
Remoto in Ciudad de México","Tiempo completo
Más detalles sobre el empleo
Trabajo desde casa",Ciudad de México,Alia Integrando Talento,"Tiempo completo
Más detalles sobre el empleo
Trabajo desde casa",Remoto,"Descripción
Consultoría orientada a brindar servicios especializados en atracción de talento solicita:

Desarrollador Front end Angular
(100% home office)

Para laborar en Importante empresa enfocada en brindar consultoría y desarrollo de software con inteligencia artificial

Buscamos un perfil con una base de conocimientos sólida, en búsqueda de ampliar su nivel de dominio técnico con el aprendizaje de nuevos lenguajes de programación.

Ofrecemos:

Sueldo competitivo, de acuerdo a experiencia y perfil
Prestaciones de Ley
Estabilidad Laboral
SGMM
Vales de Despensa
Desarrollo técnico y profesional
Capacitación

Interesados postularse por este medio.
Requisitos
Requisitos:
Escolaridad: Carrera técnica o Licenciatura o Ingeniería de Sistemas Informática, Tecnologías de la Información (trunca, pasante o titulado).
Sexo: Indistinto
Edad: Indistinta
Zona de trabajo: 100% home office (trabaja desde cualquier lugar del país)
Inglés conversacional avanzado (Se realizará filtro en inglés):

Buscamos un perfil con una base de conocimientos sólida, en búsqueda de ampliar su nivel de dominio técnico con el aprendizaje de nuevos lenguajes de programación.

Experiencia:

Mínimo 2 a 3 años de experiencia como Desarrollador Front end Angular

Conocimientos requeridos

Entendimiento de todo el ciclo de desarrollo de Software
Conocimientos de Javascript, Typescript
Java, React u otros

Competencias:

Solución de Problemas
Orientado a resultados
Trabajo en equipo
Innovación

3 years",2022-12-07,https://mx.indeed.com/viewjob?jk=6c35530e4c407886&tk=1gjn1ucan24u4000&from=serp&vjs=3
40,Programador Mid,"Lyptus Medical
Coyoacán, CDMX
+1 ubicación","$18,000 a $22,000 por mes
Por tiempo indeterminado
+2
Turno de 8 horas
+2",Ciudad de México,Lyptus Medical,"$18,000 a $22,000 por mes",Remoto,"En Lyptus Medical nos especializamos en el envejecimiento saludable de los Adultos 60+ porque sabemos que los momentos más felices de nuestras vidas suceden a cualquier edad. Por medio de membresías que incluyen consultas médicas programadas, llamadas de seguimiento y orientación médica 24/7, brindamos a nuestros pacientes y sus familiares, la certeza de que reciben una atención médica de calidad en su domicilio.
Estamos en búsqueda de un Mid Developer, que nos acompañe en esta increíble misión de hacer accesible la telemedicina a los adultos mayores y sus familias en México. Personas proactivas, que tengan ganas de tomar nuevos desafíos y ser dueñas de sus procesos.
.
Tu objetivo
Construir la próxima generación de aplicaciones y servicios web de Lyptus Medical, utilizando las últimas tecnologías y mejores prácticas, con el fin de contar con nuevas funcionalidades y optimización de los procesos.
.
¿Qué harás?
Mantener en óptimo funcionamiento la Plataforma de Lyptus Medical y App móvil
Controlar modificaciones y/o mejoras de software desarrollado y redactar informes
Apoyar al desarrollador Sr. a realizar actualizaciones a la plataforma, pruebas unitarias e integrales de desarrollo y trabajar en correcciones de errores
Realizar integraciones a través de APIs y web services
Administrar aplicaciones (web sites, web services, etc.) con bases de datos
Recopilar información de los consumidores sobre la funcionalidad de la plataforma
Mantener el sitio web actualizado y desarrollar nuevas landing pages
Estudiar y aplicar nuevas tecnologías en los procesos internos
Asistir a las juntas de desarrollo con la Dirección Comercial y/o Coordinación Operativa
Gestionar las renovaciones y vigencias de licenciamientos (dominios, servidores, productos contratados) así como cuentas de correo empresarial y Google Suite
Monitorear la seguridad de la plataforma y sitios web de la compañía
.
¿Qué necesitas?
Indispensable, ¡buena actitud y capacidad para trabajar en equipo!
Experiencia de 3 a 5 años como programador Jr. o 1 año como programador semi senior
Por lo menos 2 años de experiencia en plataformas e-commerce (woocomerce, shopify, etc) y plataformas de pago (stripe, netpay)
Capaz de codificar e implementar aplicaciones multiplataforma
Realizar Integraciones de CRM u otras plataformas web SaaS
Programación orientada a objetos (JavaScript, HTML 5, PHP, CSS)
Frameworks (Codelgniter, jQuery)
Gestión de APIs c
Manejo de bases de datos (MySQL)
Desarrollo de landing pages
Conocimientos en WebServices, BD relacionales y tecnología web
Uso de metodologías scrum o agile
Inglés intermedio
Es un plus:
Zendesk u otros CRM (Zoho, Hubspot, Sugar, Sales force)
Conocimientos de Responsive Web-Design
UX y UI
.
Te ofrecemos:
- Un ambiente laboral amigable y dinámico
- Home office 100%
- Descuentos preferenciales en el servicio médico
- Sueldo fijo $20,000 netos + días de vacaciones superiores a los de ley
- Horario lunes a viernes de 9 am - 6 pm y sábados de 9 am a 2 pm
.
Tipo de puesto: Tiempo completo, Por tiempo indeterminado, Por periodo de prueba
Salario: $18,000.00 - $22,000.00 al mes
Horario:
Incluye fines de semana
Lunes a viernes
Turno de 8 horas
Prestaciones:
Descuentos y precios preferenciales
Opción a contrato indefinido
Vacaciones adicionales o permisos con goce de sueldo
Consideraciones ante el COVID-19:
Proceso de selección remoto, entrevistas y pruebas en línea. Reuniones virtuales.
Pregunta(s) de postulación:
¿Qué nivel de inglés dominas?
Educación:
Licenciatura terminada (Obligatorio)
Experiencia:
PHP: 1 año (Deseable)
JavaScript: 1 año (Deseable)
Desarrolladores Android: 1 año (Deseable)",2022-12-07,https://mx.indeed.com/ver-empleo?cmp=Eucalyptus-Medical&t=Programador+mid&jk=b859952a82ddcb3b&q=javascript&vjs=3
